Municipio		Superficie		Autonomía		CP		Provincia		CPJ		Partido_Judicial
Partaloa		52,56		Andalucía		04		Almería		0403		Huércal-Overa
Paterna del Río		45,48		Andalucía		04		Almería		0402		Berja
Pechina		40,06		Andalucía		04		Almería		0401		Almería
Pulpí		94,68		Andalucía		04		Almería		0403		Huércal-Overa
Purchena		56,47		Andalucía		04		Almería		0408		Purchena
Rágol		26,92		Andalucía		04		Almería		0401		Almería
Rioja		36,40		Andalucía		04		Almería		0401		Almería
Roquetas de Mar		59,65		Andalucía		04		Almería		0405		Roquetas de Mar
Santa Cruz de Marchena		19,97		Andalucía		04		Almería		0401		Almería
Santa Fe de Mondújar		34,87		Andalucía		04		Almería		0401		Almería
Senés		50,35		Andalucía		04		Almería		0401		Almería
Serón		166,40		Andalucía		04		Almería		0408		Purchena
Sierro		27,44		Andalucía		04		Almería		0408		Purchena
Somontín		16,19		Andalucía		04		Almería		0408		Purchena
Sorbas		249,16		Andalucía		04		Almería		0401		Almería
Suflí		10,13		Andalucía		04		Almería		0408		Purchena
Tabernas		280,38		Andalucía		04		Almería		0401		Almería
Taberno		44,09		Andalucía		04		Almería		0403		Huércal-Overa
Tahal		94,82		Andalucía		04		Almería		0401		Almería
Terque		15,72		Andalucía		04		Almería		0401		Almería
Tíjola		67,52		Andalucía		04		Almería		0408		Purchena
Turre		107,96		Andalucía		04		Almería		0404		Vera
Turrillas		39,15		Andalucía		04		Almería		0401		Almería
Uleila del Campo		38,67		Andalucía		04		Almería		0401		Almería
Urrácal		25,47		Andalucía		04		Almería		0408		Purchena
Velefique		66,35		Andalucía		04		Almería		0401		Almería
Vélez-Blanco		441,31		Andalucía		04		Almería		0406		Vélez-Rubio
Vélez-Rubio		281,96		Andalucía		04		Almería		0406		Vélez-Rubio
Vera		58,02		Andalucía		04		Almería		0404		Vera
Viator		20,62		Andalucía		04		Almería		0401		Almería
Vícar		64,34		Andalucía		04		Almería		0401		Almería
Zurgena		71,58		Andalucía		04		Almería		0403		Huércal-Overa
Tres Villas, Las		85,35		Andalucía		04		Almería		0401		Almería
Ejido, El		222,81		Andalucía		04		Almería		0407		Ejido, El
Mojonera, La		23,87		Andalucía		04		Almería		0407		Ejido, El
Adanero		31,42		Castilla y León		05		Ávila		0501		Arévalo
Adrada, La		58,67		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Albornos		17,10		Castilla y León		05		Ávila		0503		Ávila
Aldeanueva de Santa Cruz		8,48		Castilla y León		05		Ávila		0504		Piedrahíta
Aldeaseca		24,25		Castilla y León		05		Ávila		0501		Arévalo
Aldehuela, La		17,15		Castilla y León		05		Ávila		0504		Piedrahíta
Amavida		15,02		Castilla y León		05		Ávila		0503		Ávila
Arenal, El		27,08		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Arenas de San Pedro		194,63		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Arevalillo		14,97		Castilla y León		05		Ávila		0504		Piedrahíta
Arévalo		45,71		Castilla y León		05		Ávila		0501		Arévalo
Aveinte		12,84		Castilla y León		05		Ávila		0503		Ávila
Avellaneda		10,23		Castilla y León		05		Ávila		0504		Piedrahíta
Ávila		230,71		Castilla y León		05		Ávila		0503		Ávila
Barco de Ávila, El		12,68		Castilla y León		05		Ávila		0504		Piedrahíta
Barraco, El		153,90		Castilla y León		05		Ávila		0503		Ávila
Barromán		20,03		Castilla y León		05		Ávila		0501		Arévalo
Becedas		32,20		Castilla y León		05		Ávila		0504		Piedrahíta
Becedillas		19,86		Castilla y León		05		Ávila		0504		Piedrahíta
Bercial de Zapardiel		17,31		Castilla y León		05		Ávila		0501		Arévalo
Berlanas, Las		16,69		Castilla y León		05		Ávila		0503		Ávila
Bernuy-Zapardiel		19,78		Castilla y León		05		Ávila		0501		Arévalo
Berrocalejo de Aragona		9,01		Castilla y León		05		Ávila		0503		Ávila
Blascomillán		39,60		Castilla y León		05		Ávila		0503		Ávila
Blasconuño de Matacabras		12,99		Castilla y León		05		Ávila		0501		Arévalo
Blascosancho		22,95		Castilla y León		05		Ávila		0503		Ávila
Bohodón, El		22,09		Castilla y León		05		Ávila		0501		Arévalo
Bohoyo		73,87		Castilla y León		05		Ávila		0504		Piedrahíta
Bonilla de la Sierra		55,06		Castilla y León		05		Ávila		0504		Piedrahíta
Brabos		18,35		Castilla y León		05		Ávila		0503		Ávila
Bularros		30,76		Castilla y León		05		Ávila		0503		Ávila
Burgohondo		55,34		Castilla y León		05		Ávila		0503		Ávila
Cabezas de Alambre		11,80		Castilla y León		05		Ávila		0501		Arévalo
Cabezas del Pozo		17,97		Castilla y León		05		Ávila		0501		Arévalo
Cabezas del Villar		110,07		Castilla y León		05		Ávila		0503		Ávila
Cabizuela		19,17		Castilla y León		05		Ávila		0501		Arévalo
Canales		6,67		Castilla y León		05		Ávila		0501		Arévalo
Candeleda		213,90		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Cantiveros		14,37		Castilla y León		05		Ávila		0501		Arévalo
Cardeñosa		40,50		Castilla y León		05		Ávila		0503		Ávila
Carrera, La		14,16		Castilla y León		05		Ávila		0504		Piedrahíta
Casas del Puerto		22,14		Castilla y León		05		Ávila		0504		Piedrahíta
Casasola		18,36		Castilla y León		05		Ávila		0503		Ávila
Casavieja		39,25		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Casillas		11,96		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Castellanos de Zapardiel		12,70		Castilla y León		05		Ávila		0501		Arévalo
Cebreros		137,47		Castilla y León		05		Ávila		0503		Ávila
Cepeda la Mora		31,40		Castilla y León		05		Ávila		0504		Piedrahíta
Cillán		14,17		Castilla y León		05		Ávila		0503		Ávila
Cisla		20,31		Castilla y León		05		Ávila		0501		Arévalo
Colilla, La		11,26		Castilla y León		05		Ávila		0503		Ávila
Collado de Contreras		18,44		Castilla y León		05		Ávila		0501		Arévalo
Collado del Mirón		4,84		Castilla y León		05		Ávila		0504		Piedrahíta
Constanzana		26,85		Castilla y León		05		Ávila		0501		Arévalo
Crespos		31,92		Castilla y León		05		Ávila		0501		Arévalo
Cuevas del Valle		19,17		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Chamartín		15,45		Castilla y León		05		Ávila		0503		Ávila
Donjimeno		14,75		Castilla y León		05		Ávila		0501		Arévalo
Donvidas		11,48		Castilla y León		05		Ávila		0501		Arévalo
Espinosa de los Caballeros		19,40		Castilla y León		05		Ávila		0501		Arévalo
Flores de Ávila		43,04		Castilla y León		05		Ávila		0501		Arévalo
Fontiveros		36,42		Castilla y León		05		Ávila		0501		Arévalo
Fresnedilla		24,52		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Fresno, El		12,63		Castilla y León		05		Ávila		0503		Ávila
Fuente el Saúz		9,81		Castilla y León		05		Ávila		0501		Arévalo
Fuentes de Año		20,01		Castilla y León		05		Ávila		0501		Arévalo
Gallegos de Altamiros		20,47		Castilla y León		05		Ávila		0503		Ávila
Gallegos de Sobrinos		43,27		Castilla y León		05		Ávila		0503		Ávila
Garganta del Villar		18,19		Castilla y León		05		Ávila		0504		Piedrahíta
Gavilanes		29,16		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Gemuño		17,19		Castilla y León		05		Ávila		0503		Ávila
Gilbuena		15,13		Castilla y León		05		Ávila		0504		Piedrahíta
Gil García		15,45		Castilla y León		05		Ávila		0504		Piedrahíta
Gimialcón		19,05		Castilla y León		05		Ávila		0501		Arévalo
Gotarrendura		10,63		Castilla y León		05		Ávila		0503		Ávila
Grandes y San Martín		11,59		Castilla y León		05		Ávila		0503		Ávila
Guisando		37,38		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Gutierre-Muñoz		22,15		Castilla y León		05		Ávila		0501		Arévalo
Hernansancho		19,38		Castilla y León		05		Ávila		0503		Ávila
Herradón de Pinares		48,40		Castilla y León		05		Ávila		0503		Ávila
Herreros de Suso		21,53		Castilla y León		05		Ávila		0503		Ávila
Higuera de las Dueñas		34,96		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Hija de Dios, La		12,50		Castilla y León		05		Ávila		0503		Ávila
Horcajada, La		46,52		Castilla y León		05		Ávila		0504		Piedrahíta
Horcajo de las Torres		47,32		Castilla y León		05		Ávila		0501		Arévalo
Hornillo, El		24,22		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Hoyocasero		52,48		Castilla y León		05		Ávila		0503		Ávila
Hoyo de Pinares, El		80,51		Castilla y León		05		Ávila		0503		Ávila
Hoyorredondo		17,22		Castilla y León		05		Ávila		0504		Piedrahíta
Hoyos del Collado		9,88		Castilla y León		05		Ávila		0504		Piedrahíta
Hoyos del Espino		52,92		Castilla y León		05		Ávila		0504		Piedrahíta
Hoyos de Miguel Muñoz		11,87		Castilla y León		05		Ávila		0504		Piedrahíta
Hurtumpascual		18,61		Castilla y León		05		Ávila		0503		Ávila
Junciana		15,02		Castilla y León		05		Ávila		0504		Piedrahíta
Langa		24,45		Castilla y León		05		Ávila		0501		Arévalo
Lanzahíta		33,67		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Losar del Barco, El		19,54		Castilla y León		05		Ávila		0504		Piedrahíta
Llanos de Tormes, Los		17,46		Castilla y León		05		Ávila		0504		Piedrahíta
Madrigal de las Altas Torres		106,80		Castilla y León		05		Ávila		0501		Arévalo
Maello		65,34		Castilla y León		05		Ávila		0503		Ávila
Malpartida de Corneja		19,07		Castilla y León		05		Ávila		0504		Piedrahíta
Mamblas		24,04		Castilla y León		05		Ávila		0501		Arévalo
Mancera de Arriba		17,59		Castilla y León		05		Ávila		0503		Ávila
Manjabálago		17,01		Castilla y León		05		Ávila		0503		Ávila
Marlín		6,39		Castilla y León		05		Ávila		0503		Ávila
Martiherrero		23,00		Castilla y León		05		Ávila		0503		Ávila
Martínez		18,06		Castilla y León		05		Ávila		0504		Piedrahíta
Mediana de Voltoya		18,38		Castilla y León		05		Ávila		0503		Ávila
Medinilla		22,88		Castilla y León		05		Ávila		0504		Piedrahíta
Mengamuñoz		11,75		Castilla y León		05		Ávila		0503		Ávila
Mesegar de Corneja		10,29		Castilla y León		05		Ávila		0504		Piedrahíta
Mijares		46,92		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Mingorría		30,69		Castilla y León		05		Ávila		0503		Ávila
Mirón, El		31,08		Castilla y León		05		Ávila		0504		Piedrahíta
Mironcillo		15,23		Castilla y León		05		Ávila		0503		Ávila
Mirueña de los Infanzones		31,21		Castilla y León		05		Ávila		0503		Ávila
Mombeltrán		49,92		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Monsalupe		17,70		Castilla y León		05		Ávila		0503		Ávila
Moraleja de Matacabras		14,93		Castilla y León		05		Ávila		0501		Arévalo
Muñana		33,61		Castilla y León		05		Ávila		0503		Ávila
Muñico		13,28		Castilla y León		05		Ávila		0503		Ávila
Muñogalindo		18,77		Castilla y León		05		Ávila		0503		Ávila
Muñogrande		16,16		Castilla y León		05		Ávila		0503		Ávila
Muñomer del Peco		10,09		Castilla y León		05		Ávila		0501		Arévalo
Muñopepe		6,02		Castilla y León		05		Ávila		0503		Ávila
Muñosancho		19,72		Castilla y León		05		Ávila		0501		Arévalo
Muñotello		19,94		Castilla y León		05		Ávila		0503		Ávila
Narrillos del Álamo		29,35		Castilla y León		05		Ávila		0504		Piedrahíta
Narrillos del Rebollar		17,41		Castilla y León		05		Ávila		0503		Ávila
Narros del Castillo		33,61		Castilla y León		05		Ávila		0501		Arévalo
Narros del Puerto		10,37		Castilla y León		05		Ávila		0503		Ávila
Narros de Saldueña		9,44		Castilla y León		05		Ávila		0501		Arévalo
Navacepedilla de Corneja		29,50		Castilla y León		05		Ávila		0504		Piedrahíta
Nava de Arévalo		58,26		Castilla y León		05		Ávila		0501		Arévalo
Nava del Barco		29,37		Castilla y León		05		Ávila		0504		Piedrahíta
Navadijos		19,85		Castilla y León		05		Ávila		0504		Piedrahíta
Navaescurial		35,31		Castilla y León		05		Ávila		0504		Piedrahíta
Navahondilla		22,07		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Navalacruz		49,86		Castilla y León		05		Ávila		0503		Ávila
Navalmoral		43,35		Castilla y León		05		Ávila		0503		Ávila
Navalonguilla		90,75		Castilla y León		05		Ávila		0504		Piedrahíta
Navalosa		30,00		Castilla y León		05		Ávila		0503		Ávila
Navalperal de Pinares		49,83		Castilla y León		05		Ávila		0503		Ávila
Navalperal de Tormes		60,96		Castilla y León		05		Ávila		0504		Piedrahíta
Navaluenga		73,53		Castilla y León		05		Ávila		0503		Ávila
Navaquesera		9,19		Castilla y León		05		Ávila		0503		Ávila
Navarredonda de Gredos		78,81		Castilla y León		05		Ávila		0504		Piedrahíta
Navarredondilla		20,27		Castilla y León		05		Ávila		0503		Ávila
Navarrevisca		39,99		Castilla y León		05		Ávila		0503		Ávila
Navas del Marqués, Las		97,93		Castilla y León		05		Ávila		0503		Ávila
Navatalgordo		20,09		Castilla y León		05		Ávila		0503		Ávila
Navatejares		11,08		Castilla y León		05		Ávila		0504		Piedrahíta
Neila de San Miguel		7,89		Castilla y León		05		Ávila		0504		Piedrahíta
Niharra		11,28		Castilla y León		05		Ávila		0503		Ávila
Ojos-Albos		43,13		Castilla y León		05		Ávila		0503		Ávila
Orbita		14,39		Castilla y León		05		Ávila		0501		Arévalo
Oso, El		18,49		Castilla y León		05		Ávila		0503		Ávila
Padiernos		36,99		Castilla y León		05		Ávila		0503		Ávila
Pajares de Adaja		23,24		Castilla y León		05		Ávila		0501		Arévalo
Palacios de Goda		52,99		Castilla y León		05		Ávila		0501		Arévalo
Papatrigo		21,00		Castilla y León		05		Ávila		0501		Arévalo
Parral, El		10,89		Castilla y León		05		Ávila		0503		Ávila
Pascualcobo		16,14		Castilla y León		05		Ávila		0504		Piedrahíta
Pedro Bernardo		69,01		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Pedro-Rodríguez		14,08		Castilla y León		05		Ávila		0501		Arévalo
Peguerinos		87,01		Castilla y León		05		Ávila		0503		Ávila
Peñalba de Ávila		23,52		Castilla y León		05		Ávila		0503		Ávila
Piedrahíta		28,67		Castilla y León		05		Ávila		0504		Piedrahíta
Piedralaves		55,25		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Poveda		6,51		Castilla y León		05		Ávila		0503		Ávila
Poyales del Hoyo		3,38		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Pozanco		11,07		Castilla y León		05		Ávila		0503		Ávila
Pradosegar		11,29		Castilla y León		05		Ávila		0503		Ávila
Puerto Castilla		43,28		Castilla y León		05		Ávila		0504		Piedrahíta
Rasueros		40,66		Castilla y León		05		Ávila		0501		Arévalo
Riocabado		19,77		Castilla y León		05		Ávila		0503		Ávila
Riofrío		65,53		Castilla y León		05		Ávila		0503		Ávila
Rivilla de Barajas		24,38		Castilla y León		05		Ávila		0501		Arévalo
Salobral		7,55		Castilla y León		05		Ávila		0503		Ávila
Salvadiós		20,38		Castilla y León		05		Ávila		0501		Arévalo
San Bartolomé de Béjar		16,49		Castilla y León		05		Ávila		0504		Piedrahíta
San Bartolomé de Corneja		7,36		Castilla y León		05		Ávila		0504		Piedrahíta
San Bartolomé de Pinares		74,49		Castilla y León		05		Ávila		0503		Ávila
Sanchidrián		26,60		Castilla y León		05		Ávila		0503		Ávila
Sanchorreja		35,32		Castilla y León		05		Ávila		0503		Ávila
San Esteban de los Patos		10,36		Castilla y León		05		Ávila		0503		Ávila
San Esteban del Valle		39,35		Castilla y León		05		Ávila		0502		Arenas de San Pedro
San Esteban de Zapardiel		12,99		Castilla y León		05		Ávila		0501		Arévalo
San García de Ingelmos		38,08		Castilla y León		05		Ávila		0503		Ávila
San Juan de la Encinilla		17,38		Castilla y León		05		Ávila		0503		Ávila
San Juan de la Nava		60,78		Castilla y León		05		Ávila		0503		Ávila
San Juan del Molinillo		35,79		Castilla y León		05		Ávila		0503		Ávila
San Juan del Olmo		30,52		Castilla y León		05		Ávila		0503		Ávila
San Lorenzo de Tormes		14,50		Castilla y León		05		Ávila		0504		Piedrahíta
San Martín de la Vega del Alberche		50,48		Castilla y León		05		Ávila		0504		Piedrahíta
San Martín del Pimpollar		45,64		Castilla y León		05		Ávila		0504		Piedrahíta
San Miguel de Corneja		6,84		Castilla y León		05		Ávila		0504		Piedrahíta
San Miguel de Serrezuela		34,75		Castilla y León		05		Ávila		0504		Piedrahíta
San Pascual		18,61		Castilla y León		05		Ávila		0501		Arévalo
San Pedro del Arroyo		18,55		Castilla y León		05		Ávila		0503		Ávila
Santa Cruz del Valle		29,62		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Santa Cruz de Pinares		41,37		Castilla y León		05		Ávila		0503		Ávila
Santa María del Arroyo		11,13		Castilla y León		05		Ávila		0503		Ávila
Santa María del Berrocal		28,34		Castilla y León		05		Ávila		0504		Piedrahíta
Santa María de los Caballeros		22,40		Castilla y León		05		Ávila		0504		Piedrahíta
Santa María del Tiétar		11,95		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Santiago del Collado		42,69		Castilla y León		05		Ávila		0504		Piedrahíta
Santo Domingo de las Posadas		13,34		Castilla y León		05		Ávila		0503		Ávila
Santo Tomé de Zabarcos		8,42		Castilla y León		05		Ávila		0503		Ávila
San Vicente de Arévalo		16,12		Castilla y León		05		Ávila		0501		Arévalo
Serrada, La		7,28		Castilla y León		05		Ávila		0503		Ávila
Serranillos		18,39		Castilla y León		05		Ávila		0503		Ávila
Sigeres		13,70		Castilla y León		05		Ávila		0503		Ávila
Sinlabajos		20,07		Castilla y León		05		Ávila		0501		Arévalo
Solana de Ávila		68,37		Castilla y León		05		Ávila		0504		Piedrahíta
Solana de Rioalmar		37,14		Castilla y León		05		Ávila		0503		Ávila
Solosancho		52,01		Castilla y León		05		Ávila		0503		Ávila
Sotalbo		90,46		Castilla y León		05		Ávila		0503		Ávila
Sotillo de la Adrada		43,96		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Tiemblo, El		75,59		Castilla y León		05		Ávila		0503		Ávila
Tiñosillos		27,25		Castilla y León		05		Ávila		0501		Arévalo
Tolbaños		52,01		Castilla y León		05		Ávila		0503		Ávila
Tormellas		9,22		Castilla y León		05		Ávila		0504		Piedrahíta
Tornadizos de Ávila		95,47		Castilla y León		05		Ávila		0503		Ávila
Tórtoles		20,78		Castilla y León		05		Ávila		0504		Piedrahíta
Torre, La		58,41		Castilla y León		05		Ávila		0503		Ávila
Umbrías		11,69		Castilla y León		05		Ávila		0504		Piedrahíta
Vadillo de la Sierra		46,15		Castilla y León		05		Ávila		0503		Ávila
Valdecasa		21,76		Castilla y León		05		Ávila		0503		Ávila
Vega de Santa María		18,18		Castilla y León		05		Ávila		0503		Ávila
Velayos		20,45		Castilla y León		05		Ávila		0503		Ávila
Villaflor		18,48		Castilla y León		05		Ávila		0503		Ávila
Villafranca de la Sierra		39,34		Castilla y León		05		Ávila		0504		Piedrahíta
Villanueva de Gómez		21,10		Castilla y León		05		Ávila		0501		Arévalo
Villanueva del Aceral		17,57		Castilla y León		05		Ávila		0501		Arévalo
Villanueva del Campillo		45,99		Castilla y León		05		Ávila		0504		Piedrahíta
Villar de Corneja		6,88		Castilla y León		05		Ávila		0504		Piedrahíta
Villarejo del Valle		41,60		Castilla y León		05		Ávila		0502		Arenas de San Pedro
Villatoro		56,02		Castilla y León		05		Ávila		0503		Ávila
Viñegra de Moraña		10,25		Castilla y León		05		Ávila		0501		Arévalo
Vita		16,59		Castilla y León		05		Ávila		0503		Ávila
Zapardiel de la Cañada		40,33		Castilla y León		05		Ávila		0504		Piedrahíta
Zapardiel de la Ribera		43,88		Castilla y León		05		Ávila		0504		Piedrahíta
San Juan de Gredos		95,91		Castilla y León		05		Ávila		0504		Piedrahíta
Santa María del Cubillo		65,77		Castilla y León		05		Ávila		0503		Ávila
Diego del Carpio		33,81		Castilla y León		05		Ávila		0504		Piedrahíta
Santiago del Tormes		68,45		Castilla y León		05		Ávila		0504		Piedrahíta
Villanueva de Ávila		21,21		Castilla y León		05		Ávila		0503		Ávila
Acedera		82,47		Extremadura		06		Badajoz		0601		Villanueva de la Serena
Aceuchal		63,08		Extremadura		06		Badajoz		0602		Almendralejo
